Attack_category,Attack subcategory,Protocol,Source IP,Source Port,Destination IP,Destination Port,Attack_Name,Attack Reference,.,Time
Fuzzers,BGP,tcp,175.45.176.3,20631,149.171.126.15,179,"BGP Update: Long Withdrawn Routes, Bad Lengths (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/update_long_withdrawn_routes_bad_lengths.xml)",,.,1421930418-1421930419
Fuzzers,BGP,tcp,175.45.176.3,32248,149.171.126.15,179,"BGP Update: Long Withdrawn Routes, Bad Lengths (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/update_long_withdrawn_routes_bad_lengths.xml)",,.,1421930419-1421930419
DoS,HTTP,tcp,175.45.176.3,62149,149.171.126.14,80,Microsoft FrontPage: DOS Device Name Crash Variant 1 (https://strikecenter.bpointsys.com/bps/strikes/denial/http/frontpage_dos_device_01.xml),CVE 2000-0709 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2000%2d0709)CVE 2000-0710 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2000%2d0710)BID 1608 (http://www.securityfocus.com/bid/1608)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aN%2fA%3aN%29)CVSS-Low (https://strikecenter.bpointsys.com/bps/reference/CVSS/AV%3aR%2fAC%3aL%2fAu%3aNR%2fC%3aC%2fI%3aN%2fA%3aN%2fB%3aN),.,1421930419-1421930419
Fuzzers,BGP,tcp,175.45.176.3,15278,149.171.126.15,179,"BGP Update: Long Withdrawn Routes, Bad Lengths (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/update_long_withdrawn_routes_bad_lengths.xml)",,.,1421930419-1421930420
Fuzzers,BGP,tcp,175.45.176.3,33619,149.171.126.15,179,"BGP Update: Long Withdrawn Routes, Bad Lengths (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/update_long_withdrawn_routes_bad_lengths.xml)",,.,1421930420-1421930420
Reconnaissance,HTTP,Tcp,175.45.176.0,25975,149.171.126.19,80,Oracle 9i HTTP Server Web Administration Access (https://strikecenter.bpointsys.com/bps/strikes/recon/http/oracle/access_oracle9i_webadmin_nullauth.xml),-,.,1421930420-1421930420
Fuzzers,BGP,Tcp,175.45.176.3,37624,149.171.126.15,179,"BGP Update: Long Withdrawn Routes, Bad Lengths (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/update_long_withdrawn_routes_bad_lengths.xml)",,.,1421930421-1421930421
Fuzzers,BGP,tcp,175.45.176.3,37624,149.171.126.15,179,BGP Open: Random Hold Time (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/open_random_hold_time.xml),-,.,1421930421-1421930421
Fuzzers,BGP,tcp,175.45.176.3,42656,149.171.126.15,179,"BGP Update: Long Withdrawn Routes, Bad Lengths (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/bgp/update_long_withdrawn_routes_bad_lengths.xml)",,.,1421930421-1421930422
Exploits, Clientside Microsoft ,tcp,175.45.176.3,22700,149.171.126.10,110,Windows Media Player ASF Media File Format Parsing Code Execution (POP3) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/microsoft/media_player/ms09_052_wmp_asf_large_markers_count_pop3_download_quoted_printable.xml),CVE 2009-2527 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d2527)MSB MS09-052 (http://www.microsoft.com/technet/security/bulletin/MS09%2d052.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930421-1421930422
Exploits,Clientside,Tcp,175.45.176.3,22700,149.171.126.10,110,Windows Media Player ASF Media File Format Parsing Code Execution (POP3) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/microsoft/media_player/ms09_052_wmp_asf_large_markers_count_pop3_download_quoted_printable.xml),CVE 2009-2527 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d2527)MSB MS09-052 (http://www.microsoft.com/technet/security/bulletin/MS09%2d052.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930421-1421930422
Exploits,Clientside Microsoft Media Player ,tcp,175.45.176.3,22700,149.171.126.10,110,Windows Media Player ASF Media File Format Parsing Code Execution (POP3) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/microsoft/media_player/ms09_052_wmp_asf_large_markers_count_pop3_download_quoted_printable.xml),CVE 2009-2527 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d2527)MSB MS09-052 (http://www.microsoft.com/technet/security/bulletin/MS09%2d052.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930421-1421930422
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,175.45.176.1,12771,149.171.126.14,111,SunRPC TCP Portmapper GETPORT Request (eventv2/tcp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_tcp/service_tcp/event_v2_tcp.xml),-,.,1421930422-1421930423
DoS,Microsoft Office,tcp,175.45.176.1,53244,149.171.126.10,25,Microsoft Excel Buffer Overrun in Category Label (https://strikecenter.bpointsys.com/bps/strikes/denial/office/excel_cve_2011_0978.xml),CVE 2011-0978 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d0978)MSB MS11-021 (http://www.microsoft.com/technet/security/bulletin/MS11%2d021.mspx)BID 46225 (http://www.securityfocus.com/bid/46225)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930423-1421930424
Exploits,Office Document,tcp,175.45.176.2,31189,149.171.126.10,25,Microsoft Excel REPT() Formula Parsing Vulnerability (SMTP Quoted Printable) (https://strikecenter.bpointsys.com/bps/strikes/exploits/office/ms08_057_excel_rept_smtp_attachment_quoted_printable.xml),CVE 2008-4019 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d4019)MSB MS08-057 (http://www.microsoft.com/technet/security/bulletin/MS08%2d057.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930424-1421930426
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,175.45.176.1,22259,149.171.126.15,111,SunRPC TCP Portmapper GETPORT Request (rusersdv3/tcp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_tcp/service_tcp/rusersd_v3_tcp.xml),-,.,1421930426-1421930426
Generic, IXIA,Tcp,175.45.176.1,38739,149.171.126.18,80,Apple QuickTime Color Table Atom Movie File Handling Heap Corruption attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/apple_quicktime_color_table_atom_movie_file_handling_heap_corruption_attack.xml),CVE 2008-3408 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d3408)BID 30418 (http://www.securityfocus.com/bid/30418)OSVDB 47194 (http://www.osvdb.org/47194)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/6.8%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930427-1421930429
Exploits,Web Application,tcp,175.45.176.0,50342,149.171.126.17,80,Rocket Servergraph Admin Center fileRequest Arbitrary File Creation (https://strikecenter.bpointsys.com/bps/strikes/exploits/webapp/traversal/cve_2014_3914_rocket_servergraph_admin_center_fileRequestor_dir_traversal.xml),CVE 2014-3914 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2014%2d3914)BID 67779 (http://www.securityfocus.com/bid/67779)OSVDB 107680 (http://www.osvdb.org/107680)http://www.zerodayinitiative.com/advisories/ZDI-14-161/ (http%3a%2f%2fwww.zerodayinitiative.com%2fadvisories%2fZDI%2d14%2d161%2f)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930428-1421930428
Exploits,Office Document,tcp,175.45.176.1,11128,149.171.126.16,110,Microsoft Excel BIFF Record Parsing Vulnerability (POP3 Base64) (https://strikecenter.bpointsys.com/bps/strikes/exploits/office/ms08_057_excel_biff_parsing_pop3_download_base64.xml),CVE 2008-3477 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d3477)MSB MS08-057 (http://www.microsoft.com/technet/security/bulletin/MS08%2d057.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930429-1421930430
Reconnaissance,SunRPC Portmapper (TCP) UDP Service,tcp,175.45.176.3,25680,149.171.126.10,111,SunRPC TCP Portmapper GETPORT Request (database_svcv2/udp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_tcp/service_udp/database_svc_v2_udp.xml),-,.,1421930429-1421930430
Exploits,Browser,tcp,175.45.176.2,27516,149.171.126.19,80,Microsoft Internet Explorer GDI+ GIF Parsing Record Count (https://strikecenter.bpointsys.com/bps/strikes/exploits/browser/ms08_052_internet_explorer_gdiplus_gif_parsing.xml),CVE 2008-3013 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d3013)MSB MS08-052 (http://www.microsoft.com/technet/security/bulletin/MS08%2d052.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930431-1421930431
Generic, IXIA,tcp,175.45.176.0,34517,149.171.126.10,80,McAfee_Multiple_Products_LHA_Type-2_File_Handling_Buffer_Overflow_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/mcafee_multiple_products_lha_type-2_file_handling_buffer_overflow_attack.xml),CVE 2006-4616 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d4616)BID 20091 (http://www.securityfocus.com/bid/20091)OSVDB 28944 (http://www.osvdb.org/28944)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aN%2fI%3aN%2fA%3aP%29),.,1421930431-1421930432
Exploits,Web Application ,tcp,175.45.176.3,32271,149.171.126.11,80,phpBB 'highlight' Parameter Remote Code Execution Variant 2 (https://strikecenter.bpointsys.com/bps/strikes/exploits/webapp/exec/phpbb_highlight_002_metasploit.xml),CVE 2004-1315 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2004%2d1315)CVE 2005-2086 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d2086)BID 10701 (http://www.securityfocus.com/bid/10701)BID 14086 (http://www.securityfocus.com/bid/14086)OSVDB 11719 (http://www.osvdb.org/11719)OSVDB 17613 (http://www.osvdb.org/17613)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930432-1421930435
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,udp,175.45.176.0,1605,149.171.126.12,111,SunRPC UDP Portmapper GETPORT Request (nlockmgrv1/tcp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_udp/service_tcp/nlockmgr_v1_tcp.xml),-,.,1421930434-1421930434
Reconnaissance,SunRPC Portmapper (TCP) TCP Service,tcp,175.45.176.3,46649,149.171.126.18,111,SunRPC TCP Portmapper GETPORT Request (swu_svrv1/tcp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_tcp/service_tcp/swu_svr_v1_tcp.xml),-,.,1421930434-1421930435
Exploits,Miscellaneous Batch,tcp,175.45.176.0,41819,149.171.126.14,80,WANem v2.3 Unauthorized Remote Root Access (https://strikecenter.bpointsys.com/bps/strikes/exploits/misc/WANem_unauthorized_rmt_rootaccess.xml),OSVDB 61386 (http://www.osvdb.org/61386)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC),.,1421930436-1421930436
Exploits,Microsoft IIS,tcp,175.45.176.3,8901,149.171.126.10,80,Microsoft IIS ASP.NET NULL Byte Injection Information Disclosure Variant 3 (https://strikecenter.bpointsys.com/bps/strikes/exploits/iis/ms07_040_asp_null_pointer_injection_003.xml),CVE 2007-0042 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d0042)MSB MS07-040 (http://www.microsoft.com/technet/security/bulletin/MS07%2d040.mspx)BID 24791 (http://www.securityfocus.com/bid/24791)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.8%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aN%2fA%3aN%29),.,1421930436-1421930437
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,udp,175.45.176.3,51016,149.171.126.16,111,SunRPC UDP Portmapper GETPORT Request (statusv2/tcp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_udp/service_tcp/status_v2_tcp.xml),-,.,1421930437-1421930437
Shellcode,Linux,tcp,175.45.176.2,61027,149.171.126.18,22056,Shellcode: Linux x86 FindSock Shell - metasploit (TCP) (https://strikecenter.bpointsys.com/bps/strikes/shellcode/linux/findsock_x86_metasploit_tcp.xml),-,.,1421930438-1421930439
Exploits,Office Document,tcp,175.45.176.2,35534,149.171.126.11,110,Microsoft Office Excel SXDB Record Parsing Buffer Overflow (POP3 Base64) (https://strikecenter.bpointsys.com/bps/strikes/exploits/office/ms10_057_excel_memory_corruption_pop3_download_base64.xml),CVE 2010-2562 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d2562)MSB MS10-057 (http://www.microsoft.com/technet/security/bulletin/MS10%2d057.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930439-1421930441
Exploits,Telnet,tcp,175.45.176.1,34404,149.171.126.11,23,Solaris in.telnetd TTYPROMPT Buffer Overflow (random username) (https://strikecenter.bpointsys.com/bps/strikes/exploits/telnet/solaris_telnet_ttyprompt_random.xml),CVE 2001-0797 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2001%2d0797)BID 3681 (http://www.securityfocus.com/bid/3681)OSVDB 5531 (http://www.osvdb.org/5531)http://exploit-db.com/exploits/9917 (http%3a%2f%2fexploit%2ddb.com%2fexploits%2f9917)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930441-1421930441
Reconnaissance,SNMP,udp,175.45.176.2,1465,149.171.126.18,161,SNMP GET-NEXT Community 'PuBlIc' (SNMPv1) (https://strikecenter.bpointsys.com/bps/strikes/recon/snmp/snmp_get_next_public_v1_mixed.xml),-,.,1421930442-1421930442
Exploits,Office Document,tcp,175.45.176.3,29907,149.171.126.18,25,Microsoft Excel XF Record Unchecked Inheritance (SMTP) (https://strikecenter.bpointsys.com/bps/strikes/exploits/office/ms_excel_xf_record_parsing_memory_corruption_smtp_attachment_quoted_printable.xml),BPS 2010-0008 (https://strikecenter.bpointsys.com/bps/advisory/BPS-2010%2d0008)http://www.fortiguard.com/encyclopedia/vulnerability/#id=26186 (http%3a%2f%2fwww.fortiguard.com%2fencyclopedia%2fvulnerability%2f%23id%3d26186)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aN%2fI%3aN%2fA%3aP%29),.,1421930442-1421930454
Exploits,Clientside,tcp,175.45.176.0,53216,149.171.126.18,25,Microsoft Office Project Parser PropList Mismatched PID Code Execution (SMTP Quoted Printable) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/microsoft/office/ms09_074_project_proplist_pid_mismatch_smtp_attachment_quoted_printable.xml),CVE 2009-0102 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d0102)MSB MS09-074 (http://www.microsoft.com/technet/security/bulletin/MS09%2d074.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930444-1421930445
Exploits,Clientside Microsoft Office,Tcp,175.45.176.0,53216,149.171.126.18,25,Microsoft Office Project Parser PropList Mismatched PID Code Execution (SMTP Quoted Printable) (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/microsoft/office/ms09_074_project_proplist_pid_mismatch_smtp_attachment_quoted_printable.xml),CVE 2009-0102 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2009%2d0102)MSB MS09-074 (http://www.microsoft.com/technet/security/bulletin/MS09%2d074.mspx)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930444-1421930445
Reconnaissance, SunRPC Portmapper (UDP) UDP Service ,udp,175.45.176.3,10208,149.171.126.13,111,SunRPC UDP Portmapper GETPORT Request (hostmem2v2/udp) (https://strikecenter.bpointsys.com/bps/strikes/recon/sunrpc/portmap_udp/service_udp/hostmem2_v2_udp.xml),-,.,1421930445-1421930445
Exploits,Clientside,tcp,175.45.176.1,63700,149.171.126.14,80,Generic Microsoft Windows Insecure Library Loading (https://strikecenter.bpointsys.com/bps/strikes/exploits/clientside/dll_hijacking.xml),CVE 2010-3144 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d3144)CVE 2010-3145 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d3145)CVE 2010-3146 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d3146)CVE 2010-3147 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d3147)CVE 2010-3148 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d3148)CVE 2010-3190 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d3190)CVE 2010-3337 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d3337)CVE 2010-3965 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d3965)CVE 2010-3966 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d3966)CVE 2010-3967 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d3967)CVE 2011-0029 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d0029)CVE 2011-0032 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d0032)CVE 2011-0107 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d0107)CVE 2011-1975 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d1975)http://blog.rapid7.com/?p=5325 (http%3a%2f%2fblog.rapid7.com%2f%3fp%3d5325)http://secunia.com/advisories/windows_insecure_library_loading/ (http%3a%2f%2fsecunia.com%2fadvisories%2fwindows_insecure_library_loading%2f)http://www.acrossecurity.com/aspr/ASPR-2010-08-18-1-PUB.txt (http%3a%2f%2fwww.acrossecurity.com%2faspr%2fASPR%2d2010%2d08%2d18%2d1%2dPUB.txt)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930446-1421930449
DoS,FTP,tcp,175.45.176.3,43224,149.171.126.14,21,Microsoft IIS 7.5 FTPSVC Telnet IAC DoS (https://strikecenter.bpointsys.com/bps/strikes/denial/ftp/iis_ftpsvc_telnetiac_dos.xml),CVE 2010-3972 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2010%2d3972)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930447-1421930447
Exploits,Web Application,tcp,175.45.176.0,29212,149.171.126.18,80,Wordpress Admin Panel - Multiple XSS Vulnerabilities Variant 4 (https://strikecenter.bpointsys.com/bps/strikes/exploits/webapp/xss/wordpress_admin_xss_04.xml),BID 22738 (http://www.securityfocus.com/bid/22738)http://www.securiteam.com/unixfocus/5LP030AKUY.html (http%3a%2f%2fwww.securiteam.com%2funixfocus%2f5LP030AKUY.html)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aN%2fI%3aP%2fA%3aN%29),.,1421930448-1421930448
Exploits,Web Application ,tcp,175.45.176.3,34983,149.171.126.15,80,Cacti graph_image.php graph_start Parameter Command Execution (https://strikecenter.bpointsys.com/bps/strikes/exploits/webapp/exec/cacti_graphimage.xml),BID 14042 (http://www.securityfocus.com/bid/14042)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421930449-1421930449
Exploits,Web Application,Tcp,175.45.176.1,13001,149.171.126.19,80,Cisco Secure ACS LogonProxy.cgi SSL Parameter XSS (https://strikecenter.bpointsys.com/bps/strikes/exploits/webapp/xss/cisco_acs_xss_02.xml),CVE 2006-3101 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d3101)BID 18449 (http://www.securityfocus.com/bid/18449)OSVDB 26531 (http://www.osvdb.org/26531)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/4.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aN%2fI%3aP%2fA%3aN%29),.,1421930450-1421930453
Generic, IXIA,tcp,175.45.176.2,52791,149.171.126.12,143,Ipswitch_IMail_IMAP_STATUS_Command_Buffer_Overflow_attack (https://strikecenter.bpointsys.com/bps/strikes/generic/ixia/ipswitch_imail_imap_status_command_buffer_overflow_attack.xml),CVE 2007-1203 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2007%2d1203)MSB MS07-023 (http://www.microsoft.com/technet/security/bulletin/MS07%2d023.mspx)BID 23779 (http://www.securityfocus.com/bid/23779)OSVDB 34394 (http://www.osvdb.org/34394)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930451-1421930452
Fuzzers,RIP,udp,175.45.176.0,61134,149.171.126.13,520,Fuzzer: RIP Passwords (https://strikecenter.bpointsys.com/bps/strikes/fuzzers/rip/passwd.xml),-,.,1421930452-1421930452
Backdoors, ,tcp,175.45.176.1,64304,149.171.126.18,59440,Backdoor: EvilFTP Client Connection (https://strikecenter.bpointsys.com/bps/strikes/backdoors/trojan_evilftp.xml),CVE 1999-0660 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=1999%2d0660)CVSS-Low (https://strikecenter.bpointsys.com/bps/reference/CVSS/AV%3aL%2fAC%3aL%2fAu%3aNR%2fC%3aP%2fI%3aP%2fA%3aP%2fB%3aN),.,1421930452-1421930452
DoS, SNMP,udp,175.45.176.1,23540,149.171.126.13,162,Cisco SNMP Trap Service GET Request DoS (64123) (https://strikecenter.bpointsys.com/bps/strikes/denial/snmp/cisco_snmptrap_snmp_03.xml),CVE 2002-0012 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2002%2d0012)BID 4088 (http://www.securityfocus.com/bid/4088)BID 4132 (http://www.securityfocus.com/bid/4132)OSVDB 810 (http://www.osvdb.org/810)http://www.cisco.com/en/US/products/products_security_advisory09186a008009467b.shtml (http%3a%2f%2fwww.cisco.com%2fen%2fUS%2fproducts%2fproducts_security_advisory09186a008009467b.shtml)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.2%20%28AV%3aL%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421930453-1421930453
